Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
18185000,3405.3,713.9,2197.0,494.4,727.0,356.7,7.4,23.0,340.0,New York,619250,129828,399522,89900,132206,64857,1353,4174,61822,1996
18137000,3222.4,652.3,2130.6,439.4,688.6,350.8,6.0,22.5,309.3,New York,584438,118306,386435,79697,124890,63628,1093,4075,56094,1997
18175000,2950.7,576.7,1998.9,375.1,637.8,341.3,5.1,21.1,270.3,New York,536287,104821,363295,68171,115915,62023,924,3843,49125,1998
18196601,2690.6,512.3,1858.1,320.2,588.8,323.5,5.0,19.6,240.8,New York,489596,93217,338118,58261,107147,58860,903,3563,43821,1999
18976457,2545.7,463.4,1796.4,285.8,553.9,316.7,5.0,18.6,213.6,New York,483078,87946,340901,54231,105111,60090,952,3530,40539,2000
19084350,2399.9,421.3,1725.6,253.0,513.6,298.5,5.0,18.6,191.5,New York,458003,80400,329316,48287,98022,56961,960,3546,36555,2001
19134293,2310.5,400.9,1662.1,247.5,496.6,280.0,4.8,20.3,191.6,New York,442091,76700,318025,47366,95030,53583,909,3885,36653,2002
19212425,2249.0,392.7,1620.9,235.3,465.8,255.0,4.9,19.6,186.3,New York,432079,75453,311422,45204,89486,48987,934,3775,35790,2003
19280727,2192.5,366.7,1613.2,212.7,440.4,243.3,4.6,18.7,173.8,New York,422734,70696,311036,41002,84914,46911,889,3608,33506,2004
19315721,2102.0,352.2,1565.0,185.0,444.0,238.9,4.5,18.8,182.1,New York,405990,68034,302220,35736,85839,46150,874,3636,35179,2005
19306183,2064.5,355.4,1542.7,166.4,435.2,235.5,4.8,16.4,178.5,New York,398577,68617,297827,32133,84016,45467,922,3168,34459,2006
19297729,1987.9,336.4,1506.3,145.2,414.4,233.9,4.2,15.2,161.1,New York,383624,64914,290681,28029,79962,45144,805,2928,31085,2007
19490297,1993.8,336.3,1528.8,128.7,397.9,216.1,4.3,14.4,163.1,New York,388599,65544,297962,25093,77546,42125,836,2798,31787,2008
19541453,1932.0,321.2,1498.8,111.9,384.4,223.1,4.0,13.2,144.0,New York,377537,62769,292897,21871,75110,43606,781,2582,28141,2009
19395206,1957.8,339.5,1511.9,106.4,394.4,227.9,4.5,14.4,147.6,New York,379710,65839,293232,20639,76492,44197,868,2797,28630,2010
19501616,1906.7,334.5,1473.5,98.7,397.2,233.5,3.9,14.1,145.7,New York,371837,65227,287361,19249,77463,45538,769,2751,28405,2011
19570261,1922.0,329.9,1503.5,88.6,406.8,242.3,3.5,14.6,146.4,New York,376140,64553,294239,17348,79610,47423,684,2848,28655,2012
4556155,956.0,279.4,589.6,86.9,223.5,187.0,10.6,7.8,18.1,North Carolina,43556,12730,26865,3961,10182,8520,482,355,825,1960
4614000,989.5,292.3,607.5,89.8,201.0,169.5,9.2,7.3,15.0,North Carolina,45657,13485,28029,4143,9275,7821,424,336,694,1961
4731000,1029.5,310.8,626.5,92.1,201.5,168.3,7.9,7.7,17.7,North Carolina,48704,14704,29642,4358,9533,7962,373,362,836,1962
4760000,1089.9,335.0,648.7,106.1,210.9,176.4,8.2,7.3,19.0,North Carolina,51877,15948,30877,5052,10038,8398,391,346,903,1963
4852000,1244.8,399.2,732.8,112.8,254.4,214.2,8.0,9.6,22.7,North Carolina,60397,19369,35554,5474,12345,10392,390,464,1099,1964
4914000,1308.9,409.3,779.6,120.0,259.6,219.1,8.3,9.1,23.0,North Carolina,64317,20112,38309,5896,12755,10767,410,449,1129,1965
5000000,1408.7,442.7,825.2,140.9,295.5,251.3,9.2,10.8,24.3,North Carolina,70436,22134,41258,7044,14775,12565,459,538,1213,1966
5029000,1574.2,516.3,911.8,146.1,318.1,264.8,9.9,11.3,32.1,North Carolina,79167,25966,45856,7345,15995,13316,498,567,1614,1967
5135000,1655.9,539.7,962.8,153.3,351.0,291.9,10.2,11.3,37.6,North Carolina,85031,27716,49442,7873,18025,14991,526,579,1929,1968
5205000,1903.6,611.0,1126.1,166.5,348.1,281.8,11.3,11.9,43.1,North Carolina,99083,31804,58614,8665,18117,14666,588,619,2244,1969
5082059,2272.5,765.8,1338.9,167.8,370.2,293.2,11.7,12.9,52.3,North Carolina,115488,38918,68042,8528,18814,14899,597,658,2660,1970
5146000,2341.5,813.1,1362.4,166.1,387.7,305.8,11.8,14.8,55.3,North Carolina,120495,41840,70109,8546,19952,15738,606,764,2844,1971
5214000,2235.5,812.7,1257.7,165.2,423.6,329.3,13.5,14.6,66.2,North Carolina,116561,42375,65574,8612,22087,17172,704,759,3452,1972
5273000,2374.0,892.0,1308.2,173.8,437.8,337.4,13.0,16.1,71.4,North Carolina,125183,47036,68984,9163,23086,17790,683,847,3766,1973
5363000,3022.3,1186.9,1647.1,188.3,488.9,369.4,11.7,15.5,92.3,North Carolina,162087,63654,88336,10097,26220,19810,629,833,4948,1974
5451000,3380.3,1285.1,1909.2,186.0,436.5,325.6,12.4,16.2,82.2,North Carolina,184259,70051,104069,10139,23791,17750,677,885,4479,1975
5469000,3477.8,1175.5,2124.0,178.3,403.4,306.4,11.1,15.3,70.6,North Carolina,190203,64289,116164,9750,22061,16755,609,838,3859,1976
5525000,3384.0,1154.1,2037.8,192.1,407.1,318.3,10.6,17.0,61.3,North Carolina,186968,63765,112591,10612,22492,17584,586,937,3385,1977
5577000,3468.7,1184.0,2083.4,201.3,413.4,318.4,10.8,18.4,65.9,North Carolina,193452,66031,116193,11228,23054,17757,600,1024,3673,1978
5606000,3926.4,1296.6,2406.4,223.4,446.1,337.9,10.7,20.3,77.2,North Carolina,220113,72687,134903,12523,25009,18945,600,1137,4327,1979
5843665,4185.5,1422.9,2546.4,216.1,455.0,339.4,10.6,22.7,82.3,North Carolina,244585,83150,148804,12631,26589,19836,619,1324,4810,1980
5951000,4083.5,1336.7,2548.8,198.1,436.7,324.1,9.1,22.7,80.8,North Carolina,243012,79545,151679,11788,25986,19285,541,1351,4809,1981
6019000,4096.9,1309.0,2603.4,184.5,446.3,329.5,9.1,22.0,85.9,North Carolina,246593,78787,156701,11105,26865,19830,545,1322,5168,1982
6082000,3774.1,1189.5,2418.1,166.5,409.6,300.0,8.1,21.9,79.6,North Carolina,229540,72348,147068,10124,24911,18249,490,1332,4840,1983
6165000,3640.5,1131.3,2330.9,178.3,403.6,298.5,8.7,21.6,74.8,North Carolina,224437,69747,143700,10990,24885,18404,539,1330,4612,1984
6255000,3700.5,1150.8,2358.6,191.0,420.9,310.6,8.3,23.8,78.2,North Carolina,231465,71985,147530,11950,26327,19426,520,1488,4893,1985
6331000,3856.0,1225.0,2422.7,208.3,475.9,353.6,8.1,26.4,87.7,North Carolina,244121,77557,153378,13186,30128,22389,515,1673,5551,1986
6413000,4165.9,1356.1,2586.0,223.8,484.0,352.9,8.1,29.1,93.9,North Carolina,267157,86964,165841,14352,31039,22634,519,1863,6023,1987
6526000,4360.4,1391.2,2718.8,250.4,501.9,357.4,7.8,28.1,108.6,North Carolina,284557,90791,177426,16340,32753,23325,510,1833,7085,1988
6571000,4707.4,1503.5,2918.6,285.3,546.4,374.1,8.9,29.9,133.5,North Carolina,309323,98792,191783,18748,35902,24584,584,1964,8770,1989
6628637,4862.3,1530.4,3048.3,283.7,623.5,426.4,10.7,34.3,152.1,North Carolina,322306,101444,202059,18803,41332,28267,711,2272,10082,1990
6737000,5230.3,1692.3,3238.7,299.3,658.4,434.4,11.4,34.6,178.0,North Carolina,352368,114009,218192,20167,44355,29265,769,2331,11990,1991
6843000,5121.2,1653.0,3181.6,286.6,681.0,447.7,10.6,35.9,186.8,North Carolina,350447,113117,217717,19613,46600,30638,723,2455,12784,1992
6945000,4973.0,1515.8,3168.8,288.5,679.3,441.3,11.3,34.3,192.4,North Carolina,345377,105270,220071,20036,47178,30650,785,2379,13364,1993
7070000,4970.3,1472.7,3195.7,301.9,655.0,429.9,10.9,33.0,181.2,North Carolina,351397,104118,225937,21342,46308,30391,772,2334,12811,1994
7195000,4993.1,1417.6,3264.9,310.6,646.4,425.5,9.4,32.2,179.2,North Carolina,359256,101995,234911,22350,46508,30615,677,2320,12896,1995
7323000,4938.1,1345.6,3257.0,335.5,588.1,384.5,8.5,31.3,163.9,North Carolina,361616,98539,238511,24566,43068,28159,619,2289,12001,1996
7425000,4884.5,1346.8,3208.5,329.2,607.0,394.5,8.3,31.6,172.6,North Carolina,362672,100002,238228,24442,45071,29292,614,2348,12817,1997
7546000,4742.8,1324.6,3092.0,326.2,579.4,379.9,8.1,30.6,160.8,North Carolina,357892,99951,233325,24616,43723,28667,612,2311,12133,1998
7650789,4633.5,1286.9,3012.3,334.3,542.1,348.7,7.2,28.2,158.0,North Carolina,354497,98457,230463,25577,41474,26680,552,2155,12087,1999
8049313,4421.8,1216.1,2891.8,313.9,497.6,307.0,7.0,27.1,156.5,North Carolina,355921,97888,232767,25266,40051,24715,560,2181,12595,2000
8206105,4433.0,1241.6,2891.0,300.3,493.1,299.4,6.2,25.4,162.1,North Carolina,363777,101889,237241,24647,40465,24573,505,2083,13304,2001
8305820,4258.6,1198.4,2760.8,299.4,471.0,291.0,6.6,26.4,146.9,North Carolina,353708,99535,229307,24866,39118,24169,548,2196,12205,2002
8421190,4270.9,1195.6,2755.9,319.3,454.1,277.5,6.0,25.4,145.2,North Carolina,359660,100687,232081,26892,38243,23369,506,2139,12229,2003
8540468,4160.5,1184.9,2659.7,316.0,447.8,276.2,6.2,27.4,138.0,North Carolina,355328,101193,227147,26988,38244,23591,532,2339,11782,2004
8672459,4080.0,1202.6,2549.0,328.0,469.0,289.7,6.7,26.5,145.7,North Carolina,353855,104298,221091,28466,40650,25128,585,2302,12635,2005
8856505,4116.2,1211.9,2564.4,339.9,475.2,288.9,6.1,28.2,152.1,North Carolina,364549,107333,227114,30102,42088,25586,539,2495,13468,2006
9061032,4082.2,1199.6,2574.1,308.5,466.1,283.9,6.4,26.3,149.4,North Carolina,369893,108700,233241,27952,42231,25727,584,2386,13534,2007
9222414,4041.9,1209.6,2542.5,289.8,467.6,280.9,6.5,24.9,155.3,North Carolina,372763,111556,234480,26727,43125,25907,599,2296,14323,2008
9380884,3663.9,1149.5,2301.7,212.7,404.5,248.7,5.2,24.6,126.1,North Carolina,343707,107830,215923,19954,37946,23326,489,2306,11825,2009
9560234,3443.5,1075.6,2176.3,191.6,362.7,236.2,5.0,20.9,100.6,North Carolina,329202,102826,208057,18319,34679,22583,474,2002,9620,2010
9651103,3500.2,1093.5,2232.4,174.3,346.3,222.9,5.2,20.3,97.9,North Carolina,337806,105534,215453,16819,33421,21516,498,1959,9448,2011
9752073,3369.5,1018.5,2185.7,165.3,353.4,231.8,4.9,20.3,96.3,North Carolina,328594,99323,213151,16120,34464,22609,479,1984,9392,2012
632446,876.8,198.0,610.8,68.0,14.2,5.2,0.5,2.2,6.3,North Dakota,5545,1252,3863,430,90,33,3,14,40,1960
640000,868.3,200.9,597.2,70.2,25.0,8.3,0.9,5.2,10.6,North Dakota,5557,1286,3822,449,160,53,6,33,68,1961
642000,934.4,189.6,661.4,83.5,19.9,8.3,1.2,4.2,6.2,North Dakota,5999,1217,4246,536,128,53,8,27,40,1962
634000,1010.7,190.4,724.0,96.4,28.7,13.6,2.1,3.5,9.6,North Dakota,6408,1207,4590,611,182,86,13,22,61,1963
645000,1056.9,239.7,726.7,90.5,35.5,18.9,0.9,7.0,8.7,North Dakota,6817,1546,4687,584,229,122,6,45,56,1964
652000,1032.1,206.7,748.5,76.8,34.2,23.6,0.9,5.1,4.6,North Dakota,6729,1348,4880,501,223,154,6,33,30,1965
650000,1171.5,221.4,862.9,87.2,35.5,23.2,1.8,4.3,6.2,North Dakota,7615,1439,5609,567,231,151,12,28,40,1966
639000,1370.4,241.2,1046.9,82.3,29.0,18.3,0.2,4.7,5.8,North Dakota,8757,1541,6690,526,185,117,1,30,37,1967
625000,1377.4,239.0,1057.8,80.6,27.7,16.2,1.1,4.6,5.8,North Dakota,8609,1494,6611,504,173,101,7,29,36,1968
615000,1450.1,249.3,1105.7,95.1,35.8,24.4,0.2,4.1,7.2,North Dakota,8918,1533,6800,585,220,150,1,25,44,1969
617761,1672.3,286.4,1295.0,91.0,34.2,21.0,0.5,6.2,6.5,North Dakota,10331,1769,8000,562,211,130,3,38,40,1970
625000,2012.3,339.8,1585.8,86.7,38.1,25.1,1.3,4.2,7.5,North Dakota,12577,2124,9911,542,238,157,8,26,47,1971
632000,1941.9,357.1,1494.1,90.7,45.9,30.9,1.3,4.9,8.9,North Dakota,12273,2257,9443,573,290,195,8,31,56,1972
640000,2017.7,383.4,1502.8,131.4,60.8,45.3,0.8,7.3,7.3,North Dakota,12913,2454,9618,841,389,290,5,47,47,1973
637000,2110.0,433.0,1544.7,132.3,50.1,27.9,1.4,7.8,12.9,North Dakota,13441,2758,9840,843,319,178,9,50,82,1974
635000,2284.1,539.2,1614.3,130.6,53.1,32.1,0.8,5.8,14.3,North Dakota,14504,3424,10251,829,337,204,5,37,91,1975
643000,2442.5,478.5,1804.5,159.4,71.9,48.7,1.4,5.6,16.2,North Dakota,15705,3077,11603,1025,462,313,9,36,104,1976
653000,2433.8,446.1,1843.0,144.7,67.1,43.8,0.9,9.0,13.3,North Dakota,15893,2913,12035,945,438,286,6,59,87,1977
652000,2338.3,423.0,1767.2,148.2,67.0,41.3,1.2,8.9,15.6,North Dakota,15246,2758,11522,966,437,269,8,58,102,1978
657000,2694.5,461.0,2071.1,162.4,61.3,41.7,1.5,8.2,9.9,North Dakota,17703,3029,13607,1067,403,274,10,54,65,1979
652437,2909.7,488.3,2242.2,179.2,54.0,35.6,1.2,9.5,7.7,North Dakota,18984,3186,14629,1169,352,232,8,62,50,1980
658000,2923.6,500.6,2258.2,164.7,67.5,43.6,2.3,8.7,12.9,North Dakota,19237,3294,14859,1084,444,287,15,57,85,1981
670000,2586.3,458.8,1987.2,140.3,61.8,38.5,0.7,9.9,12.7,North Dakota,17328,3074,13314,940,414,258,5,66,85,1982
680000,2621.8,436.3,2056.3,129.1,53.7,31.3,2.1,12.5,7.8,North Dakota,17828,2967,13983,878,365,213,14,85,53,1983
686000,2529.7,399.1,2019.8,110.8,53.6,31.6,1.2,13.1,7.7,North Dakota,17354,2738,13856,760,368,217,8,90,53,1984
685000,2632.4,427.0,2087.2,118.2,47.0,32.3,1.0,7.3,6.4,North Dakota,18032,2925,14297,810,322,221,7,50,44,1985
679000,2554.2,385.1,2049.2,119.9,51.3,31.7,1.0,11.6,6.9,North Dakota,17343,2615,13914,814,348,215,7,79,47,1986
672000,2776.2,455.4,2197.6,123.2,56.8,38.4,1.5,9.4,7.6,North Dakota,18656,3060,14768,828,382,258,10,63,51,1987
663000,2668.9,437.7,2112.7,118.6,59.1,38.0,1.8,11.2,8.1,North Dakota,17695,2902,14007,786,392,252,12,74,54,1988
660000,2497.7,358.9,2025.8,113.0,63.2,41.5,0.6,11.8,9.2,North Dakota,16485,2369,13370,746,417,274,4,78,61,1989
638800,2848.5,426.6,2288.8,133.1,73.9,47.4,0.8,17.8,7.8,North Dakota,18196,2725,14621,850,472,303,5,114,50,1990
635000,2728.5,372.8,2229.0,126.8,65.4,38.0,1.1,18.3,8.0,North Dakota,17326,2367,14154,805,415,241,7,116,51,1991
636000,2820.0,391.0,2279.6,149.4,83.3,50.3,1.9,23.3,7.9,North Dakota,17935,2487,14498,950,530,320,12,148,50,1992
635000,2738.1,373.2,2216.2,148.7,82.2,48.7,1.7,23.5,8.3,North Dakota,17387,2370,14073,944,522,309,11,149,53,1993
638000,2654.1,324.5,2178.5,151.1,81.8,47.2,0.2,23.4,11.1,North Dakota,16933,2070,13899,964,522,301,1,149,71,1994
641000,2779.6,350.7,2249.8,179.1,86.7,53.0,0.9,22.8,10.0,North Dakota,17817,2248,14421,1148,556,340,6,146,64,1995
644000,2585.1,309.2,2085.9,190.1,84.0,46.7,2.2,24.1,11.0,North Dakota,16648,1991,13433,1224,541,301,14,155,71,1996
641000,2624.2,358.8,2085.3,180.0,87.2,55.1,0.9,24.8,6.4,North Dakota,16821,2300,13367,1154,559,353,6,159,41,1997
638000,2591.7,356.4,2058.6,176.6,89.3,44.8,1.1,33.2,10.2,North Dakota,16535,2274,13134,1127,570,286,7,212,65,1998
633666,2327.4,368.8,1795.1,163.5,66.9,34.1,1.6,22.4,8.8,North Dakota,14748,2337,11375,1036,424,216,10,142,56,1999
642200,2206.6,325.9,1727.2,153.5,81.4,45.8,0.6,26.3,8.7,North Dakota,14171,2093,11092,986,523,294,4,169,56,2000
636550,2330.4,340.1,1819.7,170.6,79.3,43.0,1.1,25.8,9.4,North Dakota,14834,2165,11583,1086,505,274,7,164,60,2001
633911,2328.7,353.8,1814.3,160.6,78.2,42.6,0.8,25.7,9.1,North Dakota,14762,2243,11501,1018,496,270,5,163,58,2002
633400,2109.9,309.3,1630.4,170.2,80.2,45.2,1.4,25.3,8.4,North Dakota,13364,1959,10327,1078,508,286,9,160,53,2003
636308,1963.4,320.6,1495.5,147.3,87.7,51.9,1.3,27.8,6.8,North Dakota,12493,2040,9516,937,558,330,8,177,43,2004
634605,2025.0,321.9,1534.0,169.0,111.0,72.5,1.9,28.4,8.5,North Dakota,12848,2043,9732,1073,706,460,12,180,54,2005
635867,2100.9,409.0,1521.1,170.8,197.4,145.5,2.2,37.9,11.8,North Dakota,13359,2601,9672,1086,1255,925,14,241,75,2006
639715,2000.3,361.7,1485.0,153.5,209.9,156.2,2.7,39.4,11.7,North Dakota,12796,2314,9500,982,1343,999,17,252,75,2007
641481,2031.1,364.2,1524.9,142.0,224.6,159.9,1.7,51.6,11.4,North Dakota,13029,2336,9782,911,1441,1026,11,331,73,2008
646844,1980.8,375.1,1464.6,141.1,266.4,202.2,1.9,45.8,16.5,North Dakota,12813,2426,9474,913,1723,1308,12,296,107,2009
674629,1780.2,296.5,1354.4,129.4,229.5,178.3,1.5,36.3,13.3,North Dakota,12010,2000,9137,873,1548,1203,10,245,90,2010
684740,1947.3,359.0,1444.5,143.9,248.1,192.5,3.5,38.8,13.3,North Dakota,13334,2458,9891,985,1699,1318,24,266,91,2011
699628,2010.1,339.8,1505.8,164.5,244.7,183.1,4.0,38.9,18.7,North Dakota,14063,2377,10535,1151,1712,1281,28,272,131,2012
9706397,1475.2,383.9,956.7,134.6,83.7,34.5,3.2,5.9,40.1,Ohio,143187,37260,92858,13069,8120,3347,311,572,3890,1960
9876000,1502.7,401.8,979.0,122.0,80.9,32.5,3.1,5.6,39.6,Ohio,148406,39677,96682,12047,7986,3212,306,554,3914,1961
10097000,1482.9,396.3,950.2,136.5,82.9,36.6,3.2,5.2,37.9,Ohio,149733,40014,95938,13781,8366,3695,321,520,3830,1962
10173000,1651.8,431.5,1072.4,147.9,89.3,39.5,3.0,6.1,40.7,Ohio,168038,43898,109095,15045,9086,4018,306,617,4145,1963
10100000,1855.0,466.3,1205.2,183.4,114.7,57.9,3.5,7.1,46.2,Ohio,187354,47100,121729,18525,11582,5848,350,721,4663,1964
10245000,1821.2,470.5,1160.8,189.9,124.8,60.7,3.6,8.9,51.6,Ohio,186587,48199,118929,19459,12788,6221,366,915,5286,1965
